eixo;rotulo_kmz;altura_m;cota_eixo_m;cota_NA_m;cota_crista_m;area_controlada_km2;L_crista_m;V_aterro_hm3;area_alagada_km2;volume_hm3;custo_total_MRS
E13;EIXO#10;120;57,5;177,5;180,5;15456,5;844,8;16,864;81,13;4145,3;2551,0
E14;EIXO-A#11;10;47,0;57,0;60,0;15759,1;358,0;0,1;3,69;19,2;38,4
E14;EIXO-A#11;15;47,0;62,0;65,0;15759,1;443,9;0,204;7,2;44,2;73,3
E14;EIXO-A#11;20;47,0;67,0;70,0;15759,1;501,1;0,361;11,65;90,5;120,1
E14;EIXO-A#11;25;47,0;72,0;75,0;15759,1;558,4;0,575;16,14;160,8;173,9
E14;EIXO-A#11;30;47,0;77,0;80,0;15759,1;615,7;0,853;20,41;253,1;234,3
E14;EIXO-A#11;35;47,0;82,0;85,0;15759,1;673,0;1,202;23,6;363,6;296,7
E14;EIXO-A#11;40;47,0;87,0;90,0;15759,1;701,6;1,629;26,53;489,2;366,7
E14;EIXO-A#11;45;47,0;92,0;95,0;15759,1;730,2;2,133;29,38;629,1;445,5
E14;EIXO-A#11;50;47,0;97,0;100,0;15759,1;758,9;2,719;32,09;782,6;533,5
E14;EIXO-A#11;55;47,0;102,0;105,0;15759,1;758,9;3,39;34,62;949,6;630,4
E14;EIXO-A#11;60;47,0;107,0;110,0;15759,1;787,5;4,145;45,05;1143,2;785,8
E14;EIXO-A#11;65;47,0;112,0;115,0;15759,1;787,5;4,987;49,61;1380,4;915,8
E14;EIXO-A#11;70;47,0;117,0;120,0;15759,1;787,5;5,916;53,94;1639,5;1055,0
E14;EIXO-A#11;75;47,0;122,0;125,0;15759,1;873,4;6,935;58,0;1919,5;1204,4
E14;EIXO-A#11;80;47,0;127,0;130,0;15759,1;873,4;8,051;62,25;2220,6;1365,8
E14;EIXO-A#11;85;47,0;132,0;135,0;15759,1;902,1;9,265;66,38;2542,2;1538,7
E14;EIXO-A#11;90;47,0;137,0;140,0;15759,1;930,7;10,579;70,65;2885,0;1724,6
E14;EIXO-A#11;95;47,0;142,0;145,0;15759,1;930,7;11,997;75,02;3249,4;1923,4
E14;EIXO-A#11;100;47,0;147,0;150,0;15759,1;988,0;13,522;79,5;3635,8;2136,6
E14;EIXO-A#11;105;47,0;152,0;155,0;15759,1;988,0;15,156;85,19;4047,7;2369,6
E14;EIXO-A#11;110;47,0;157,0;160,0;15759,1;1016,6;16,902;89,96;4485,3;2611,1
E14;EIXO-A#11;115;47,0;162,0;165,0;15759,1;1045,3;18,762;94,97;4947,5;2867,8
E14;EIXO-A#11;120;47,0;167,0;170,0;15759,1;1073,9;20,74;100,42;5436,0;3141,6
E12;EIXO-C#12;10;72,0;82,0;85,0;12777,2;257,7;0,103;1,63;11,0;25,2
E12;EIXO-C#12;15;72,0;87,0;90,0;12777,2;300,7;0,189;2,12;20,4;39,1
E12;EIXO-C#12;20;72,0;92,0;95,0;12777,2;372,3;0,314;2,58;32,1;57,8
E12;EIXO-C#12;25;72,0;97,0;100,0;12777,2;372,3;0,48;2,98;46,0;80,5
E12;EIXO-C#12;30;72,0;102,0;105,0;12777,2;415,2;0,688;3,36;61,9;108,5
E12;EIXO-C#12;35;72,0;107,0;110,0;12777,2;415,2;0,94;11,33;93,0;187,5
E12;EIXO-C#12;40;72,0;112,0;115,0;12777,2;415,2;1,239;13,49;155,1;236,9
E12;EIXO-C#12;45;72,0;117,0;120,0;12777,2;458,2;1,582;15,43;227,7;290,9
E12;EIXO-C#12;50;72,0;122,0;125,0;12777,2;501,1;1,977;17,16;309,2;349,9
E12;EIXO-C#12;55;72,0;127,0;130,0;12777,2;501,1;2,428;19,09;400,1;416,4
E12;EIXO-C#12;60;72,0;132,0;135,0;12777,2;501,1;2,933;21,0;500,3;489,3
E12;EIXO-C#12;65;72,0;137,0;140,0;12777,2;501,1;3,493;22,85;610,1;568,6
E12;EIXO-C#12;70;72,0;142,0;145,0;12777,2;501,1;4,107;24,77;729,4;654,9
E12;EIXO-C#12;75;72,0;147,0;150,0;12777,2;544,1;4,777;26,77;858,2;748,9
E12;EIXO-C#12;80;72,0;152,0;155,0;12777,2;587,1;5,509;30,04;1000,3;858,2
E12;EIXO-C#12;85;72,0;157,0;160,0;12777,2;587,1;6,305;32,36;1156,2;969,0
E12;EIXO-C#12;90;72,0;162,0;165,0;12777,2;587,1;7,166;34,84;1324,0;1088,7
E12;EIXO-C#12;95;72,0;167,0;170,0;12777,2;630,0;8,091;37,53;1504,9;1217,9
E12;EIXO-C#12;100;72,0;172,0;175,0;12777,2;630,0;9,087;40,37;1699,6;1356,1
E12;EIXO-C#12;105;72,0;177,0;180,0;12777,2;630,0;10,151;43,17;1908,6;1502,4
E12;EIXO-C#12;110;72,0;182,0;185,0;12777,2;673,0;11,289;46,02;2131,7;1658,4
E12;EIXO-C#12;115;72,0;187,0;190,0;12777,2;673,0;12,501;49,14;2369,7;1824,6
E12;EIXO-C#12;120;72,0;192,0;195,0;12777,2;715,9;13,789;52,49;2623,6;2002,0
E05;EIXO#13;10;149,5;159,5;162,5;3771,7;128,9;0,03;0,24;1,6;6,5
E05;EIXO#13;15;149,5;164,5;167,5;3771,7;128,9;0,063;0,33;3,0;11,1
E05;EIXO#13;20;149,5;169,5;172,5;3771,7;214,8;0,114;0,47;4,9;19,0
E05;EIXO#13;25;149,5;174,5;177,5;3771,7;214,8;0,188;0,66;7,8;29,2
E05;EIXO#13;30;149,5;179,5;182,5;3771,7;272,1;0,287;0,87;11,5;43,1
E05;EIXO#13;35;149,5;184,5;187,5;3771,7;272,1;0,416;1,09;16,4;60,1
E05;EIXO#13;40;149,5;189,5;192,5;3771,7;272,1;0,573;1,39;22,6;81,0
E05;EIXO#13;45;149,5;194,5;197,5;3771,7;329,3;0,762;1,7;30,3;106,4
E05;EIXO#13;50;149,5;199,5;202,5;3771,7;329,3;0,986;1,95;39,4;135,2
E05;EIXO#13;55;149,5;204,5;207,5;3771,7;358,0;1,248;2,21;49,8;168,9
E05;EIXO#13;60;149,5;209,5;212,5;3771,7;358,0;1,549;2,53;61,5;207,4
E05;EIXO#13;65;149,5;214,5;217,5;3771,7;358,0;1,888;2,92;75,1;251,0
E05;EIXO#13;70;149,5;219,5;222,5;3771,7;386,6;2,269;3,31;90,6;300,0
E05;EIXO#13;75;149,5;224,5;227,5;3771,7;415,2;2,692;3,75;108,3;354,4
E05;EIXO#13;80;149,5;229,5;232,5;3771,7;415,2;3,16;4,15;128,0;413,6
E05;EIXO#13;85;149,5;234,5;237,5;3771,7;415,2;3,673;4,55;149,9;478,4
E05;EIXO#13;90;149,5;239,5;242,5;3771,7;415,2;4,231;4,88;173,4;548,2
E05;EIXO#13;95;149,5;244,5;247,5;3771,7;443,9;4,835;5,23;198,7;624,0
E05;EIXO#13;100;149,5;249,5;252,5;3771,7;472,5;5,488;5,53;225,6;705,5
E05;EIXO#13;105;149,5;254,5;257,5;3771,7;472,5;6,193;6,6;255,6;797,6
E05;EIXO#13;110;149,5;259,5;262,5;3771,7;501,1;6,949;6,98;289,5;892,1
E05;EIXO#13;115;149,5;264,5;267,5;3771,7;501,1;7,76;7,5;325,7;993,8
E05;EIXO#13;120;149,5;269,5;272,5;3771,7;501,1;8,625;8,11;364,7;1102,6
