DatGeracaoConjuntoDados;CodEmpreendimento;CodCEG;NomEmpreendimento;NumCoordNEmpreendimento;NumCoordEEmpreendimento;IdeStatusHist;IdeUFHist;NumProcesso;NomEmpreendimentoHist;MdaPotencia;DscCursoDagua;DscValorAtoAtivacao;DatAtoAtivacao;DatValidadeAtoOriginal;DscEmpreendedores1;DscEmpreendedores2;DscEmpreendedoresN;DscNumeroAtoProrrogado;DatValidadeProrrogada;DatPublicacaoProrrogada;IdSubBacia;DscSubBacia;DatCargaHistorico;IdeUF;SigUF;NomUF;IdcStatus;DscStatus
2026-07-01;035407;PCH.PH.SC.035407-4;Sakura;-27,27;-50,74;13;48;48500.006421/2010-10;Sakura;12,600;Marombas;2.563;29/09/2016;2026-12-31 00:00:00;Múltipla Participações Ltda. - 11649715000196;Sakura Energética S.A. - 14596435000155; -;;;;71;Canoas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;035417;PCH.PH.GO.035417-1;Água Limpa;-18,09;-48,88;15;18;48500.006683/2009-41;Água Limpa;12,100;Piracanjuba;171;25/01/2016;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035418;PCH.PH.GO.035418-0;Barrinha;-17,94;-48,84;15;18;48500.006683/2009-41;Barrinha;8,100;Piracanjuba;171;25/01/2016;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035419;PCH.PH.GO.035419-8;Rio Quente;-17,82;-48,82;15;18;48500.006683/2009-41;Rio Quente;7,800;Piracanjuba;171;25/01/2016;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035421;PCH.PH.GO.035421-0;Taboa;-17,63;-48,91;15;18;48500.006683/2009-41;Taboa;5,300;Piracanjuba;171;25/01/2016;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035423;PCH.PH.GO.035423-6;Cachoeirinha;-17,56;-48,92;15;18;48500.006683/2009-41;Cachoeirinha;5,100;Piracanjuba;171;25/01/2016;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035425;PCH.PH.PR.035425-2;Dona Amélia II;-25,32;-53,46;13;39;48500.005643/2014-49;Dona Amélia II;9,900;Andrada;326;10/02/2016;2026-12-31 00:00:00;CJ - PCH Dona Amélia II Ltda - 63105315000113; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035429;PCH.PH.RS.035429-5;Barra do Telha;-28,59;-51,34;13;46;48500.005331/2014-35;Barra do Telha;8,213;Ituim;327;10/02/2016;2026-12-31 00:00:00;Barra do Telha Geração de Energia Elétrica SPE Ltda - 42823244000114; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;035431;PCH.PH.RS.035431-7;Taquaruçu;-27,57;-53,12;15;46;48500.005533/2002-36;Taquaruçu;18,000;da Várzea;1.400;28/05/2019;; -; -; -;;;;74;Uruguai, Varzea, Turvo e outros;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;15;Eixo Disponível
2026-07-01;035432;PCH.PH.PR.035432-5;Água Branca;-24,91;-49,51;13;39;48500.006019/2020-15;Água Branca;15,000;Alto Ribeira;1.003;02/05/2022;2030-04-28 00:00:00;Água Branca Geração de Energia SPE Ltda - 51545316000108; -; -;;;;81;Ribeira do Iguape;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035433;PCH.PH.PR.035433-3;Arrieiros (Antiga B (eixo III));-24,95;-49,58;15;39;48500.004771/2022-85;Arrieiros (Antiga B (eixo III));7,000;Ribeira;1.047;27/12/2001;; -; -; -;;;;81;Ribeira do Iguape;2026-06-30 09:43:52.357000000;39;PR;Paraná;15;Eixo Disponível
2026-07-01;035442;PCH.PH.MS.035442-2;Vila Jauru;-18,64;-54,35;13;30;48500.005947/2014-14;Vila Jauru;9,550;Jauru;675;26/03/2016;2026-12-31 00:00:00;Juruena Energia S.A. - 07283842000147; -; -;2.222;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;035443;PCH.PH.PR.035443-0;Foz do Santana;-25,90;-52,85;13;39;48500.004211/2007-91;Foz do Santana;25,000;Chopim;263;02/02/2016;2026-12-31 00:00:00;Silea Participações Ltda. - 03061741000170; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035447;PCH.PH.BA.035447-3;Gongoji Montante;-14,34;-39,48;13;10;48500.006402/2021-46;Gongoji Montante;10,000;Gongoji;4.044;01/11/2023;2031-11-01 00:00:00;Energias Complementares do Brasil – Geração de Energia Elétrica S.A - 09663142000103; -; -;;;;52;Contas;2026-06-30 09:43:52.357000000;10;BA;Bahia;13;DRS-PCH
2026-07-01;035452;PCH.PH.BA.035452-0;Taboquinha;-14,34;-39,22;13;10;48500.003219/2008-11;Taboquinha;26,302;de Contas;1.144;01/06/2018;2026-12-31 00:00:00;Taboquinha Energia S.A. - 11400828000153; -; -;;;;52;Contas;2026-06-30 09:43:52.357000000;10;BA;Bahia;13;DRS-PCH
2026-07-01;035460;PCH.PH.GO.035460-0;Guariroba;-18,97;-50,96;13;18;48500.901405/2011-11;Guariroba;22,000;Verde;335;19/02/2016;2026-12-31 00:00:00;Guariroba Energia S.A - 09652072000198; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035468;PCH.PH.SC.035468-6;Encano;-26,88;-49,19;13;48;48500.006172/2005-98;Encano;12,000;Itajaí-Açu;2.838;11/09/2017;2026-12-31 00:00:00;Encano Energia Ltda. - 07889798000113; -; -;;;;83;Itajai;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;035470;PCH.PH.PR.035470-8;Maria Theresa;-24,45;-51,00;13;39;48500.002329/2016-76;Maria Theresa;8,197;Alonzo ou do Peixe;3.826;24/11/2017;2026-12-31 00:00:00;Energética Rio Alonzo Ltda. - 13799662000115; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035471;PCH.PH.PR.035471-6;Dona Rita;-24,41;-51,03;15;39;48500.002654/2011-24;Dona Rita;8,900;Alonzo ou do Peixe;351;17/02/2016;; -; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;15;Eixo Disponível
2026-07-01;035473;PCH.PH.PR.035473-2;Galo Cinza;-24,29;-51,11;15;39;48500.002654/2011-24;Galo Cinza;6,500;Alonzo ou do Peixe;351;17/02/2016;; -; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;15;Eixo Disponível
2026-07-01;035474;PCH.PH.PR.035474-0;da Alice;-24,23;-51,21;15;39;48500.002654/2011-24;da Alice;5,800;Alonzo ou do Peixe;351;17/02/2016;; -; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;15;Eixo Disponível
2026-07-01;035475;PCH.PH.PR.035475-9;João Paulo;-24,18;-51,29;13;39;48500.002303/2016-28;João Paulo;6,300;Alonzo ou do Peixe;3.597;30/10/2017;2026-12-31 00:00:00;Energética Rio Alonzo Ltda. - 13799662000115; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035476;PCH.PH.PR.035476-7;Totô;-24,14;-51,40;13;39;48500.002328/2016-21;Totô;5,170;Alonzo;4.027;19/12/2017;2026-12-31 00:00:00;Energética Rio Alonzo Ltda. - 13799662000115; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035482;PCH.PH.PR.035482-1;Aliança;-25,85;-51,69;13;39;48500.002904/2016-31;Aliança;5,540;Lajeado Grande;3.484;19/10/2017;2026-12-31 00:00:00;Electra Power Geração de Energia S.A. - 07356196000109; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035486;PCH.PH.MT.035486-4;Cabaçal 1;-15,40;-58,09;13;32;48500.005944/2014-72;Cabaçal 1;13,500;Cabaçal;1.003;27/04/2016;2026-12-31 00:00:00;São José Energia PCHs Ltda. - 16689780000169; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035487;PCH.PH.MT.035487-2;Cabaçal 3;-15,12;-58,44;13;32;48500.000417/2015-52;Cabaçal 3;7,500;Cabaçal;432;02/03/2016;2026-12-31 00:00:00;Cabaçal Geração de Energia Elétrica Ltda. - 29180937000178; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035488;PCH.PH.MT.035488-0;Cabaçal 4;-15,11;-58,47;13;32;48500.005937/2014-71;Cabaçal 4;6,200;Cabaçal;676;14/03/2017;2026-12-31 00:00:00;São José Energia PCHs Ltda. - 16689780000169; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035489;PCH.PH.MT.035489-9;Cabaçal 5;-15,11;-58,48;13;32;48500.005936/2014-26;Cabaçal 5;6,500;Cabaçal;1.348;30/05/2016;2026-12-31 00:00:00;São José Energia PCHs Ltda. - 16689780000169; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035490;PCH.PH.MT.035490-2;Cabaçal 6;-15,11;-58,49;13;32;48500.005943/2014-28;Cabaçal 6;6,750;Cabaçal;1.366;30/05/2016;2026-12-31 00:00:00;São José Energia PCHs Ltda. - 16689780000169; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035493;UHE.PH.MT.035493-7;PPG-147;-12,97;-58,21;14;32;48500.005806/2022-01;PPG-147;44,001;Sacre;5.128;29/12/2023;2031-12-29 00:00:00;KA Energia Ltda - 22933611000125; -; -;;;;17;Tapajos;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;14;DRS-UHE
2026-07-01;035518;PCH.PH.SC.035518-6;Bom Retiro;-26,95;-52,22;13;48;48500.003529/2014-84;Bom Retiro;5,500;Irani;433;02/03/2016;2026-12-31 00:00:00;Rafitec S/A Indústria e Comércio de Sacarias - 00763251000128; -; -;;;;73;Uruguai, Chapeco,Passo Fundo e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;035519;PCH.PH.MT.035519-4;Perudá Montante;-14,81;-56,35;13;32;48500.003448/2016-46;Perudá Montante;20,280;Cuiabá;1921;07/07/2017;2026-12-31 00:00:00;Maturati Participações S.A. - 10774780000180;Meta Serviços e Projetos Ltda. - 01814714000150; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035520;PCH.PH.MT.035520-8;Angatu II Montante;-14,93;-56,42;13;32;48500.003442/2016-79;Angatu II Montante;19,890;Cuiabá;658;28/03/2018;2026-12-31 00:00:00;Maturati Participações S.A - 10774780000180;Meta Serviços e Projetos Ltda. - 01814714000150; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035521;PCH.PH.MT.035521-6;Angatu I;-15,15;-56,45;13;32;48500.003563/2016-11;Angatu I;27,005;Cuiabá;1.478;01/06/2017;2026-12-31 00:00:00;Maturati Participações S.A - 10774780000180;Meta Serviços e Projetos Ltda. - 01814174000150; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035522;PCH.PH.MT.035522-4;Iratambé II;-15,27;-56,29;13;32;48500.002543/2016-22;Iratambé II;20,137;Cuiabá;1.384;26/07/2017;2026-12-31 00:00:00;Maturati Participações S.A. - 10774780000180;Meta Serviços e Projetos Ltda - 01814174000150; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035523;PCH.PH.MT.035523-2;Iratambé I;-15,34;-56,28;13;32;48500.002542/2016-88;Iratambé I;29,620;Cuiabá;2.132;24/07/2017;2026-12-31 00:00:00;Maturati Participações S.A. - 10774780000180;Meta Serviços e Projetos Ltda - 01814174000150; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035524;PCH.PH.MT.035524-0;Guapira II;-15,55;-56,17;13;32;48500.001497/2017-25;Guapira II;26,682;Cuiabá;3.177;27/09/2017;2026-12-31 00:00:00;Maturati Participações S.A. - 10774780000180;Meta Serviços e Projetos Ltda. - 01814714000150; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;035533;PCH.PH.MG.035533-0;Renato;-20,05;-47,37;13;26;48500.001148/2016-22;Renato;5,200;Ribeirão do Jaguara;2.372;18/08/2017;2026-12-31 00:00:00;Antônio Carlos Durso Carneiro - 36600245700; -; -;;;;61;Grande;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;035537;PCH.PH.SC.035537-2;Ibicuí I;-27,54;-51,18;13;48;48500.002360/2005-56;Ibicuí I;11,500;Ibicuí;619;24/03/2016;2026-12-31 00:00:00;Centrais Elétricas Salto Correntes Ltda. - 05385070000129; -; -;;;;71;Canoas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;035547;PCH.PH.MG.035547-0;Piau;-18,69;-41,79;15;26;48500.003885/1999-25;Piau;17,000;Suaçuí Grande;418;03/07/2001;; -; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;035548;PCH.PH.PR.035548-8;Lajeado Grande;-25,88;-51,73;13;39;48500.006169/2021-00;Lajeado Grande;6,502;Lajeado Grande;3.031;24/08/2023;2031-08-24 00:00:00;Minas PCH S.A - 07895905000116; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035552;PCH.PH.PR.035552-6;Ortigueira;-24,16;-50,85;13;39;48500.002234/2016-52;Ortigueira;5,100;Barra Grande;734;27/03/2017;2026-12-31 00:00:00;Hidroelétrica Ortigueira Ltda. - 23513647000112; -; -;1.218;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035553;PCH.PH.SC.035553-4;Vilincado;-27,10;-51,34;13;48;48500.006596/2014-51;Vilincado;9,000;do Peixe;1.947;30/03/2016;2026-12-31 00:00:00;Santa Cruz Energia Ltda. - 18548935000172; -; -;;;;72;Uruguai, Inhanduva, Peixe e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;035558;UHE.PH.SC.035558-5;Santo Antônio;-26,88;-52,81;14;48;48500.007663/2025-15;Santo Antônio;49,400;Chapecó;2.076;15/07/2025;2033-07-15 00:00:00;Santo Antônio do Pinhal Energia Elétrica S.A - 19901158000160; -; -;;;;73;Uruguai, Chapeco,Passo Fundo e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;14;DRS-UHE
2026-07-01;035562;PCH.PH.AM.035562-3;Cachoeira do Meio;-8,84;-66,17;13;5;48500.000089/2015-94;Cachoeira do Meio;30,000;Ituxi;114 (1.797/2024, Suspenso);19/01/2017;;Norte Sul Geração de Energia Ltda - 15613686000163; -; -;;;;13;Amazonas, entre o lago Coari e o rio Purus;2026-06-30 09:43:52.357000000;5;AM;Amazonas;13;DRS-PCH
2026-07-01;035563;PCH.PH.AM.035563-1;Cachoeira São José;-8,80;-66,15;13;5;48500.000090/2015-19;Cachoeira São José;27,000;Endimari;174 (1.797/2024, Suspenso);20/01/2017;;Norte Sul Geração de Energia Ltda. - 15613686000163; -; -;;;;13;Amazonas, entre o lago Coari e o rio Purus;2026-06-30 09:43:52.357000000;5;AM;Amazonas;13;DRS-PCH
2026-07-01;035564;PCH.PH.AM.035564-0;Cachoeira Água Preta;-8,87;-66,18;13;5;48500.000091/2015-63;Cachoeira Água Preta;30,000;Ituxi;551(1.797/2024, Suspenso);23/02/2017;;Norte Sul Geração de Energia Ltda. - 15613686000163; -; -;;;;13;Amazonas, entre o lago Coari e o rio Purus;2026-06-30 09:43:52.357000000;5;AM;Amazonas;13;DRS-PCH
2026-07-01;035564;PCH.PH.AM.035564-0;Cachoeira Água Preta;-8,87;-66,18;13;5;48500.000091/2015-63;Cachoeira Água Preta;30,000;Ituxi;551 (1.797/2024, Suspenso);23/02/2017;;Electra Power Geração de Energia S/A - 07356196000109; -; -;;;;13;Amazonas, entre o lago Coari e o rio Purus;2026-06-30 09:43:52.357000000;5;AM;Amazonas;13;DRS-PCH
2026-07-01;035565;PCH.PH.AM.035565-8;Cachoeira Caracol;-8,80;-66,18;13;5;48500.000092/2015-16;Cachoeira Caracol;25,000;Endimari;609 (1.797/2024, Suspenso);21/06/2017;;Norte Sul Geração de Energia Ltda. - 15613686000163; -; -;;;;13;Amazonas, entre o lago Coari e o rio Purus;2026-06-30 09:43:52.357000000;5;AM;Amazonas;13;DRS-PCH
2026-07-01;035566;PCH.PH.AM.035566-6;Cachoeira Fortaleza;-8,83;-66,15;13;5;48500.000093/2015-52;Cachoeira Fortaleza;30,000;Ituxi;383 (1.797/2024, Suspenso);10/02/2017;;Norte Sul Geração de Energia Ltda. - 15613686000163; -; -;1.218;;;13;Amazonas, entre o lago Coari e o rio Purus;2026-06-30 09:43:52.357000000;5;AM;Amazonas;13;DRS-PCH
2026-07-01;035574;PCH.PH.PR.035574-7;Moquém;-24,67;-49,30;13;39;48500.003209/2021-53;Moquém;8,500;Itapirapuã;1.285;11/05/2023;2031-05-11 00:00:00;Moquém Energias Renováveis SPE Ltda - 52141698000169; -; -;;;;81;Ribeira do Iguape;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;035577;PCH.PH.GO.035577-1;Vãozinho;-14,48;-47,83;13;18;48500.003027/2004-00;Vãozinho;11,000;Ribeirão Cachoeirinha;1.340;25/05/2016;2026-12-31 00:00:00;SPE Vãozinho Energética Ltda - 22729358000192; -; -;;;;20;Alto Tocantins e rio Preto;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035579;PCH.PH.GO.035579-8;Larguinha;-13,60;-47,97;15;18;48500.005865/2009-02;Larguinha;5,400;São Félix e Santo Antônio;810;05/04/2016;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035581;PCH.PH.GO.035581-0;Roda Grande I;-13,59;-47,87;15;18;48500.005865/2009-02;Roda Grande I;12,400;São Félix e Santo Antônio;810;05/04/2016;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035582;PCH.PH.GO.035582-8;Da Serra;-13,58;-47,84;15;18;48500.005865/2009-02;Da Serra;5,800;São Félix e Santo Antônio;810;05/04/2016;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035584;PCH.PH.GO.035584-4;Cachoeirinha;-13,58;-47,81;15;18;48500.005865/2009-02;Cachoeirinha;5,500;São Félix e Santo Antônio;810;05/04/2016;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035585;PCH.PH.MS.035585-2;Dona Inês;-17,74;-54,84;13;30;48500.003735/2016-56;Dona Inês;7,500;Córrego Benjamim;3.713;10/11/2017;2026-12-31 00:00:00;Dona Inês Geração de Energia Elétrica Ltda. - 30533354000162; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;035589;PCH.PH.GO.035589-5;Ponte de Pedra 02;-17,23;-50,75;13;18;48500.002059/2006-14;Ponte de Pedra 02;18,000;Ponte de Pedra;1.130;26/06/2018;2026-12-31 00:00:00;Paraúna Energia Ltda - 12153510000188; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035590;PCH.PH.GO.035590-9;COR 118;-17,43;-48,29;13;18;48500.005621/2014-89;Cor 118;30,000;Corumbá;3.380;26/12/2016;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035591;PCH.PH.GO.035591-7;COR 108;-17,46;-48,35;13;18;48500.000429/2015-87;Cor 108;30,000;Corumbá;3.346;26/12/2016;2026-12-31 00:00:00;Tradener Ltda. - 02691745000170;Lausimar Aparecida Lôbo Arruda. - 27718700100;Ênio Rincon Arruda, Euclides Barbosa da Silva,  Maura Rodrigues da Silva, Giovana Maria Rincon Gonçalves Lôbo,  Guilherme Rodrigues Lôbo. - 234.898.631-00, 014.018.741-34, 010.247.641-17, 335.842.571-15, 277.880.081-68.;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035592;PCH.PH.GO.035592-5;COR 113;-17,45;-48,31;13;18;48500.005632/2014-69;Cor 113;30,000;Corumbá;3.374;26/12/2016;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035593;PCH.PH.GO.035593-3;COR 125;-17,39;-48,26;13;18;48500.000409/2015-14;Cor 125;30,000;Corumbá;3.399;30/12/2016;2026-12-31 00:00:00;Tradener Ltda. - 02691745000170;Norma Santinoni Vera - 01111558787;Francisco Manoel da Rocha Pombo Vera Filho,	 Nivaldo de Paula Ribeiro	, Maria José Ribeiro. - 055.938.677-04	, 076.835.451-04,	 010.912.781-13.;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035594;PCH.PH.GO.035594-1;COR 140;-17,33;-48,23;13;18;48500.005635/2014-01;Cor 140;30,000;Corumbá;3.424;03/01/2017;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035595;PCH.PH.GO.035595-0;Cor 174;-17,19;-48,03;15;18;48500.000259/2015-31;Cor 174;24,000;Corumbá;1.711;16/06/2025;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035596;PCH.PH.GO.035596-8;COR 181;-17,15;-48,01;13;18;48500.005620/2014-34;Cor 181;25,000;Corumbá;307;06/02/2017;2026-12-31 00:00:00;OPTIGERA S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035597;PCH.PH.GO.035597-6;COR 188;-17,10;-48,00;13;18;48500.005623/2014-78;Cor 188;20,000;Corumbá;331;08/02/2017;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035598;PCH.PH.GO.035598-4;Cor 194;-17,07;-47,98;15;18;48500.006082/2006-88;Cor 194;21,700;Corumbá;4.319;27/12/2013;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035599;PCH.PH.GO.035599-2;COR 201;-17,04;-47,94;13;18;48500.005627/2014-56;Cor 201;20,000;Corumbá;464;09/03/2017;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035600;PCH.PH.GO.035600-0;Cor 207;-17,00;-47,92;15;18;48500.006082/2006-88;Cor 207;21,600;Corumbá;4.319;27/12/2013;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035601;PCH.PH.GO.035601-8;COR 223;-16,91;-47,89;13;18;48500.005625/2014-67;Cor 223;20,000;Corumbá;711;20/04/2017;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim  Comercializadora de Energia Ltda - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035602;PCH.PH.GO.035602-6;Cor 232;-16,86;-47,89;15;18;48500.006082/2006-88;Cor 232;22,000;Corumbá;4.319;27/12/2013;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;035606;PCH.PH.GO.035606-9;Cor 80;-17,61;-48,44;13;18;48500.005633/2014-11;Cor 80;20,000;Corumbá;1.776;14/08/2018;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035607;PCH.PH.GO.035607-7;Cor 92;-17,55;-48,38;13;18;48500.005629/2014-45;Cor 92;30,000;Corumbá;1.459;06/06/2016;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035608;PCH.PH.GO.035608-5;Cor 151;-17,28;-48,14;13;18;48500.005634/2014-58;Cor 151;20,000;Corumbá;1.687;04/07/2016;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;035609;PCH.PH.GO.035609-3;Cor 164;-17,23;-48,08;13;18;48500.005626/2014-10;Cor 164;20,000;Corumbá;1.688;04/07/2016;2026-12-31 00:00:00;Optigera S.A. - 08290636000127;VOTENER - Votorantim Comercializadora de Energia Ltda. - 03984862000194; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
