DatGeracaoConjuntoDados;CodEmpreendimento;CodCEG;NomEmpreendimento;NumCoordNEmpreendimento;NumCoordEEmpreendimento;IdeStatusHist;IdeUFHist;NumProcesso;NomEmpreendimentoHist;MdaPotencia;DscCursoDagua;DscValorAtoAtivacao;DatAtoAtivacao;DatValidadeAtoOriginal;DscEmpreendedores1;DscEmpreendedores2;DscEmpreendedoresN;DscNumeroAtoProrrogado;DatValidadeProrrogada;DatPublicacaoProrrogada;IdSubBacia;DscSubBacia;DatCargaHistorico;IdeUF;SigUF;NomUF;IdcStatus;DscStatus
2026-07-01;-;;;;;13;10;48500.003726/2015-84;Preto 2;5,500;Preto;812;11/04/2017;2026-12-31 00:00:00;L&S PAR Ltda. e Flora Agro Negócio Ltda. -; -; -;;;;;;;10;BA;Bahia;13;DRS-PCH
2026-07-01;-;;Porto da Bota;;;15;39;48500.002946/2001-79;Porto da Bota;29,600;Piquiri;4.388;26/11/2009;; -; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;15;Eixo Disponível
2026-07-01;-;;Porto da Bota;;;15;39;48500.002946/2001-79;Porto da Bota;29,600;Piquiri;4.388;26/11/2009;; -; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;15;Eixo Disponível
2026-07-01;-;;Serra do Divisor;;;15;18;;Serra do Divisor;7,500;Cana Brava;2.726;17/11/2020;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;000288;UHE.PH.RS.000288-7;Bom Retiro;-29,61;-51,95;14;46;48500.005300/2012-12;Bom Retiro;35,180;Taquari;699;15/03/2023;2031-03-15 00:00:00;AHE Cruzeiro do Sul Energia SPE S.A - 26644209000181; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;14;DRS-UHE
2026-07-01;000601;PCH.PH.MG.000601-7;Caldeirões;-20,43;-43,20;15;26;48100.000775/1994-46;Caldeirões;10,000;Gualaxo do Sul;182;24/11/1994;; -; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;000728;PCH.PH.SC.000728-5;Caveiras;-27,82;-50,48;13;48;48500.006070/2020-19;Caveiras;9,400;Caveiras;1.102;02/05/2022;2030-05-02 00:00:00;CELESC Geração S.A - 08336804000178; -; -;;;;71;Canoas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;000879;UHE.PH.MT.000879-6;Couto Magalhães (Antiga Cachoeira Couto de Magalhães);-17,17;-53,14;15;32;48500.001986/2019-49;Couto Magalhães (Antiga Cachoeira Couto de Magalhães);150,000;Araguaia;435;10/07/2001;; -; -; -;;;;24;Alto Araguaia e rio Claro;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;15;Eixo Disponível
2026-07-01;000958;PCH.PH.SC.000958-0;Flor do Mato;-26,85;-51,88;13;48;48500.000680/2021-90;Flor do Mato;7,600;Do Mato;2.169;12/08/2022;2030-08-12 00:00:00;Irani Papel e Embalagem S.A. - 92791243000294; -; -;;;;73;Uruguai, Chapeco,Passo Fundo e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;000976;CGH.PH.RS.000976-8;Forquilha;-27,67;-51,75;11;46;48500.904139/2024-01;Forquilha I;7,500;Forquilha;445;25/02/2025;2026-04-25 00:00:00;ESB Engenharia Ltda - 26932738000180; -; -;;;;72;Uruguai, Inhanduva, Peixe e outros;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;11;DRI-PCH
2026-07-01;000976;CGH.PH.RS.000976-8;Forquilha;-27,67;-51,75;11;46;48500.003727/2025-09;Forquilha I;7,500;Forquilha;446;25/02/2025;2026-04-25 00:00:00;Getop Empreendimentos e Gestão Ltda. - 22048264000158;Vilson Marcos Testa CPF n° ***.187.930-** -;Paulo Victor Azevedo Viana CPF nº ***.628.346-** -;;;;72;Uruguai, Inhanduva, Peixe e outros;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;11;DRI-PCH
2026-07-01;000976;CGH.PH.RS.000976-8;Forquilha;-27,67;-51,75;11;46;48500.903974/2024-16;Forquilha I;7,500;Forquilha;578;13/03/2025;2026-05-13 00:00:00;Companhia Estadual de Geração de Energia Elétrica – CEEE- G - 22048264000158; -; -;;;;72;Uruguai, Inhanduva, Peixe e outros;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;11;DRI-PCH
2026-07-01;001358;PCH.PH.RO.001358-7;Machadinho I;-9,45;-61,99;11;44;48500.022351/2025-23;Machadinho I;10,500;Machadinho;2.514;25/08/2025;2026-10-25 00:00:00;Uzzienergy Comercializadora de Energia Ltda - 34894779000158; -; -;;;;15;Madeira;2026-06-30 09:43:52.357000000;44;RO;Rondônia;11;DRI-PCH
2026-07-01;001526;PCH.PH.MS.001526-1;Napoleão de Brito (AMB-175C);-22,93;-54,62;13;30;48500.009476/2022-15;Napoleão de Brito (AMB-175C);10,100;Amambaí;3.105;21/10/2025;2033-10-21 00:00:00;Ecoger – Ecologino Geração de Energias em Matriz Renovável Ltda - 21269866000172; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;002593;PCH.PH.SC.002593-3;Salto Cristo Rei;-26,94;-51,90;13;48;48500.005711/2018-01;Salto Cristo Rei;6,000;Irani;2.362;31/08/2022;2030-08-31 00:00:00;Irani Papel e Embalagem S.A - 92791243000103; -; -;;;;73;Uruguai, Chapeco,Passo Fundo e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;027214;PCH.PH.MG.027214-0;Laje;-21,48;-43,06;13;26;48500.003826/2016-91;Laje;13,200;Novo;784;10/04/2018;2026-12-31 00:00:00;Laje Geração de Energia Ltda. - 30229234000176; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;027422;PCH.PH.MT.027422-4;Ponte de Pedra;-13,58;-57,36;15;32;48500.004366/2000-07;Ponte de Pedra;24,600;Ponte de Pedra;1.042;27/12/2001;; -; -; -;;;;17;Tapajos;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;15;Eixo Disponível
2026-07-01;027711;PCH.PH.SC.027711-8;Mafrás;-27,03;-49,58;15;48;48500.002764/2007-18;Mafrás;6,100;Itajaí do Norte ou Hercílio;4.009;17/12/2021;; -; -; -;;;;83;Itajai;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;15;Eixo Disponível
2026-07-01;027820;PCH.PH.MG.027820-3;Cachoeira da Providência;-20,55;-42,68;11;26;48500.035898/2025-99;Cachoeira da Providência;12,000;Casca;3.744;22/12/2025;2027-02-22 00:00:00;Brilhar Participações Ltda - 32116346000146; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;11;DRI-PCH
2026-07-01;027821;PCH.PH.MG.027821-1;Cachoeira Escura;-20,52;-42,67;11;26;48500.035937/2025-58;Cachoeira Escura;20,000;Casca;3.745;22/12/2025;2027-02-22 00:00:00;Brilhar Participações Ltda - 32116346000146; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;11;DRI-PCH
2026-07-01;027822;PCH.PH.MG.027822-0;Jurumirim (Antiga Jurumirim Baixo);-20,15;-42,64;13;26;48500.005095/2021-86;Jurumirim (Antiga Jurumirim Baixo);15,000;Casca;689;27/03/2023;2031-03-27 00:00:00;Ágape Holding de Participações e Investimentos Ltda. - 10339327000146; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;028181;PCH.PH.SP.028181-6;Nova Caconde (antiga Carrapatos);-21,57;-46,71;13;50;48500.006129/2020-79;Carrapatos;22,800;Pardo;965;13/04/2022;2030-04-13 00:00:00;MG5 Energética Ltda - 38926034000184; -; -;;;;61;Grande;2026-06-30 09:43:52.357000000;50;SP;São Paulo;13;DRS-PCH
2026-07-01;028194;PCH.PH.RO.028194-8;Cachoeira Formosa;-9,99;-63,76;13;44;48500.001260/2024-73;Cachoeira Formosa;9,500;Rio Candeias;846;01/04/2026;2034-04-01 00:00:00;Norte Participações e Investimentos S.A - 03247725000177; -; -;;;;15;Madeira;2026-06-30 09:43:52.357000000;44;RO;Rondônia;13;DRS-PCH
2026-07-01;028386;PCH.PH.MG.028386-0;Ibituruna;-21,12;-44,77;11;26;48500.038372/2025-61;Ibituruna;27,600;Das Mortes;184;30/01/2026;2027-03-30 00:00:00;Nascente Renováveis Ltda - 63636316000194; -; -;;;;61;Grande;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;11;DRI-PCH
2026-07-01;028387;PCH.PH.MG.028387-8;Pirapetinga;-21,11;-44,79;11;26;48500.038367/2025-58;Pirapetinga;27,000;Das Mortes;182;30/01/2026;2027-03-30 00:00:00;Nascente Renováveis Ltda - 63636316000194; -; -;;;;61;Grande;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;11;DRI-PCH
2026-07-01;028394;PCH.PH.RJ.028394-0;Santa Rosa I;-22,07;-43,51;13;41;48500.000594/1998-05;Santa Rosa I;17,302;Preto;1.140;15/05/2023;2031-05-15 00:00:00;Santa Rosa Energética S.A - 08262532000109; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;13;DRS-PCH
2026-07-01;028427;PCH.PH.MG.028427-0;Mato Limpo;,00;,00;15;26;48500.001053/2000-15;Mato Limpo;8,000;Santana;224;31/05/2000;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;028566;UHE.PH.PA.028566-8;Santa Isabel;-6,13;-48,33;15;35;48500.001206/2014-56;Santa Isabel;1080,000;Araguaia;1.099;17/04/2019;; -; -; -;;;;28;Baixo Araguaia;2026-06-30 09:43:52.357000000;35;PA/TO;Pará / Tocantins;15;Eixo Disponível
2026-07-01;028616;PCH.PH.MG.028616-8;Sumidouro;-19,12;-43,40;13;26;48500.001621/2000-98;Sumidouro;14,880;Santo Antônio;1.633;14/06/2017;2026-12-31 00:00:00;Peixe Energia S.A - 08157479000186; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;028617;PCH.PH.PR.028617-6;Rancho Grande;-26,32;-52,17;13;39;48500.000997/2017-40;Rancho Grande;20,500;Chopim;647;11/03/2019;2027-03-11 00:00:00;Rancho Grande Energia SPE Ltda. - 36944545000101; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;028624;PCH.PH.PR.028624-9;Foz do Curucaca;-26,25;-52,39;13;39;48500.900843/2017-58;Foz do Curucaca;30,000;Chopim;61;13/01/2020;2028-01-13 00:00:00;Trix Engenharia Civil Ltda - 77620631000138; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;028629;PCH.PH.MG.028629-0;Monjolo;-19,17;-43,14;13;26;48500.001620/2000-25;Monjolo;13,580;Do Peixe;1.685;26/06/2017;2026-12-31 00:00:00;Peixe Energia S.A - 08157479000186; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;028639;PCH.PH.BA.028639-7;Catumbi;-14,65;-44,98;13;10;48500.005175/2008-64;Catumbi;14,160;Carinhanha;1.962;27/07/2017;2026-12-31 00:00:00;Catumbi Energia Hidrelétrica Ltda. - 16758314000198; -; -;;;;45;Corrente e outros - Sao Francisco;2026-06-30 09:43:52.357000000;10;BA;Bahia;13;DRS-PCH
2026-07-01;028784;PCH.PH.GO.028784-9;Mangabeira (Antiga Do Sal);-15,21;-48,02;15;18;48500.004603/2002-84;Mangabeira (Antiga Do Sal);14,000;Maranhão;7.502;19/12/2018;; -; -; -;;;;20;Alto Tocantins e rio Preto;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;028790;PCH.PH.MG.028790-3;Quinquim;-19,24;-43,18;15;26;48500.005663/2000-80;Quinquim;15,400;Santo Antônio;480;20/07/2001;; -; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;028792;PCH.PH.MG.028792-0;Brejaúba;-19,20;-43,12;13;26;48500.003705/2001-38;Brejaúba;15,926;do Peixe;1.632;14/06/2017;2026-12-31 00:00:00;Peixe Energia S.A - 08157479000186; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;028795;PCH.PH.MG.028795-4;Santa Cruz;-18,38;-42,30;11;26;48500.003885/1999-85;Santa Cruz;14,000;Suaçuí Grande;1.781;16/06/2025;2026-08-16 00:00:00;Azeana Serviços Corporativos Ltda - 31680319000139; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;11;DRI-PCH
2026-07-01;028797;PCH.PH.BA.028797-0;Jatobá;-12,49;-45,09;15;10;48500.007933/2000-23;Jatobá;11,000;Grande;978;05/12/2001;; -; -; -;;;;46;Grande e outros - Sao Francisco;2026-06-30 09:43:52.357000000;10;BA;Bahia;15;Eixo Disponível
2026-07-01;028809;PCH.PH.PR.028809-8;Burro Branco;-25,80;-51,25;13;39;48500.000981/2017-37;Burro Branco;10,000;Areia;1.043;23/05/2018;2026-12-31 00:00:00;Burro Branco Energia SPE Ltda. - 34321203000100; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;028824;PCH.PH.PR.028824-1;Foz do Turvo;-25,83;-51,31;13;39;48500.000992/2017-17;Foz do Turvo;8,500;da Areia;1.571;16/07/2018;2026-12-31 00:00:00;Foz do Turvo Energia SPE Ltda. - 34465990000155; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;028827;PCH.PH.MA.028827-6;Cachoeira da Usina;-7,02;-47,04;15;22;48500.004264/2000-29;Cachoeira da Usina;6,000;Farinha;561;20/12/2000;; -; -; -;;;;23;Tocantins, entre os rios do Sono e Araguaia;2026-06-30 09:43:52.357000000;22;MA;Maranhão;15;Eixo Disponível
2026-07-01;028828;PCH.PH.MA.028828-4;Cachoeira da Ilha;-6,99;-47,16;15;22;48500.004264/2000-29;Cachoeira da Ilha;5,700;Farinha;561;20/12/2000;; -; -; -;;;;23;Tocantins, entre os rios do Sono e Araguaia;2026-06-30 09:43:52.357000000;22;MA;Maranhão;15;Eixo Disponível
2026-07-01;028833;PCH.PH.MT.028833-0;Rio Maria (Antiga Paranatinga I);-14,00;-53,33;15;32;48500.002126/2001-03;Rio Maria (Antiga Paranatinga I);22,000;Culuene;948;25/11/2004;; -; -; -;;;;18;Xingu e Paru;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;15;Eixo Disponível
2026-07-01;028841;PCH.PH.RJ.028841-1;Posse;-22,29;-43,11;13;41;48500.002919/2018-61;Posse;15,800;Piabanha;1.083;27/04/2020;2028-04-27 00:00:00;Maxxima Energia Ltda. - 08321315000142; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;13;DRS-PCH
2026-07-01;028851;PCH.PH.RS.028851-9;Quebrada Funda;-28,80;-50,43;13;46;48500.002361/2023-81;Quebrada Funda;13,000;Taquari Antas;2.765;13/09/2024;2032-09-13 00:00:00;Alicerce Administradora de Bens Ltda - 40384792000160; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;028970;PCH.PH.MG.028970-1;Cachoeira Grande;-18,40;-42,15;13;26;48500.006065/2022-78;Cachoeira Grande;14,000;Rio Suaçuí Grande;242;29/01/2024;2032-01-29 00:00:00;CGC Energética Ltda - 43076909000136; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;028976;PCH.PH.PR.028976-0;Pinhalzinho;-25,88;-51,35;13;39;48500.001022/2017-39;Pinhalzinho;10,000;Areia;1.042;24/05/2018;2026-12-31 00:00:00;Pinhalzinho Energia SPE Ltda. - 34376528000181; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;029007;PCH.PH.RJ.029007-6;Monte Alegre;-22,23;-43,12;13;41;48500.002920/2018-95;Monte Alegre;19,000;Piabanha;2.039;15/07/2020;2028-07-15 00:00:00;Maxxima Energia Ltda. - 08321315000142; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;13;DRS-PCH
2026-07-01;029012;PCH.PH.RJ.029012-2;São Sebastião;-22,20;-43,16;13;41;48500.002913/2018-93;São Sebastião;17,100;Piabanha;1.890;01/07/2020;2028-07-01 00:00:00;Maxxima Energia Ltda. - 08321315000142; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;13;DRS-PCH
2026-07-01;029043;PCH.PH.MT.029043-2;Água Branca;-16,10;-54,98;15;32;48500.007316/2000-37;Água Branca;8,200;Prata;22;30/01/2003;; -; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;15;Eixo Disponível
2026-07-01;029073;PCH.PH.PR.029073-4;Alto Chopim;-26,31;-52,09;13;39;48500.000899/2017-11;Alto Chopim;21,000;Chopim;2.095;19/09/2018;2026-12-31 00:00:00;Alto Chopim Energia SPE Ltda. - 36827458000166; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;029177;PCH.PH.RS.029177-3;Primavera do Rio Turvo;-28,77;-51,43;13;46;48500.901551/2024-61;Primavera do Rio Turvo;30,000;Rio Turvo;1.524;26/05/2025;2033-05-26 00:00:00;Vilson Marcos Testa, inscrito no CPF nº ***.***.930-91 -; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;029267;PCH.PH.MG.029267-2;Covanca;-20,35;-43,17;11;26;48500.000260/2026-18;Covanca;11,300;Rio do Carmo;299;11/02/2026;2027-04-11 00:00:00;Nascente Renováveis Ltda - 63636316000194; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;11;DRI-PCH
2026-07-01;029269;PCH.PH.SP.029269-9;Piraju II;-23,15;-49,41;13;50;48500.002154/2010-10;Piraju II;28,500;Paranapanema;3386;06/10/2017;2026-12-31 00:00:00;Energias Complementares do Brasil Geração de Energia Elétrica S.A. - 09663142000103; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;50;SP;São Paulo;13;DRS-PCH
2026-07-01;029321;PCH.PH.SC.029321-0;Pinheiro;-27,77;-50,53;13;48;48500.001087/2013-51;Pinheiro;8,600;Caveiras;2.107;05/08/2016;2026-12-31 00:00:00;Estelar Engenheiros Associados Ltda. - 08995267000178;Pinheiro Energética S.A. - 20350280000175; -;;;;71;Canoas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;029333;PCH.PH.MG.029333-4;Costa;-15,37;-46,19;15;26;48500.001334/2000-04;Costa;18,900;Rio Piratinga;720;14/11/2002;; -; -; -;;;;43;Urucuia - Sao Francisco;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;029615;PCH.PH.SP.029615-5;Parque Lavras (Antiga - Jurumirim);-23,22;-47,29;13;50;48500.000271/2023-55;Parque Lavras (Antiga - Jurumirim);12,042;Tietê;4.494;21/11/2023;2031-11-21 00:00:00;Parque Lavras Serviços de Operação SPE Ltda - 40898369000188; -; -;;;;62;Parana, Tiete e outros;2026-06-30 09:43:52.357000000;50;SP;São Paulo;13;DRS-PCH
2026-07-01;029692;PCH.PH.PR.029692-9;Água Limpa;-24,12;-53,33;13;39;48500.004207/2019-67;Água Limpa;23,400;Goio-Erê;799;26/03/2021;2029-03-26 00:00:00;Ravena Pesquisa Energética Ltda - 27552105000100; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;030087;PCH.PH.PE.030087-0;Ilha das Flores;,00;,00;15;37;48500.002139/2003-17;Ilha das Flores;6,700;Sirinhaém;227;23/03/2004;; -; -; -;;;;39;Litoraneas de Pernambuco e Alagoas;2026-06-30 09:43:52.357000000;37;PE;Pernambuco;15;Eixo Disponível
2026-07-01;030406;PCH.PH.SP.030406-9;Cachoeira Poço Preto II;-24,05;-49,46;13;50;48500.009301/2022-16;Cachoeira Poço Preto II;8,091;Rio Itararé;242;29/01/2024;2032-01-29 00:00:00;Maringá Ferro-Liga S.A - 61082988000170; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;50;SP;São Paulo;13;DRS-PCH
2026-07-01;030432;PCH.PH.SC.030432-8;Portão;-27,63;-50,78;13;48;48500.002494/2018-90;Portão;16,000;Caveiras;254;04/02/2020;2028-02-04 00:00:00;Portão Energia SPE Ltda - 65800531000104; -; -;;;;72;Uruguai, Inhanduva, Peixe e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;030444;PCH.PH.MG.030444-1;Cachoeira da Fumaça;-18,74;-42,30;13;26;48500.003700/2015-36;Cachoeira da Fumaça;6,302;Tronqueiras;2.195;22/11/2018;2026-12-31 00:00:00;Brix Empreendimentos Imobiliários Ltda. - 12254395000138; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;030493;PCH.PH.MG.030493-0;Boa Vista;-18,66;-42,25;13;26;48500.003699/2015-40;Boa Vista;7,500;Suaçuí Pequeno;773;23/03/2017;2026-12-31 00:00:00;Brix Empreendimentos Imobiliários Ltda. - 12254395000138; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;030496;PCH.PH.MG.030496-4;Retiro 1;-18,65;-42,32;13;26;48500.003698/2015-03;Retiro 1;17,001;Suaçuí Pequeno;772;23/03/2017;2026-12-31 00:00:00;Brix Empreendimentos Imobiliários Ltda. - 12254395000138; -; -;1.218;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;030616;PCH.PH.MG.030616-9;Quartel I;-18,67;-43,89;13;26;48500.904336/2017-93;Quartel I;27,019;Paraúna;323;11/02/2019;2027-02-11 00:00:00;SPE Quartel I Geradora de Energia Elétrica S.A - 32726708000110; -; -;;;;41;Das Velhas - Sao Francisco;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;030617;PCH.PH.MG.030617-7;Quartel II;-18,64;-43,91;13;26;48500.904339/2017-27;Quartel II;27,019;Paraúna;321;11/02/2019;2027-02-11 00:00:00;SPE Quartel II Geradora de Energia Elétrica S.A - 32726737000182; -; -;;;;41;Das Velhas - Sao Francisco;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;030618;PCH.PH.MG.030618-5;Quartel III;-18,63;-43,94;13;26;48500.904340/2017-51;Quartel III;27,019;Paraúna;322;11/02/2019;2027-02-11 00:00:00;SPE Quartel III Geradora de Energia Elétrica S.A. - 32726795000106; -; -;;;;41;Das Velhas - Sao Francisco;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;030626;UHE.PH.MG.030626-6;Jurumirim;-20,52;-43,02;14;26;48500.003269/2023-38;Jurumirim;34,000;Piranga;1.633;17/06/2026;2034-06-17 00:00:00;Getop Empreendimentos e Gestão Ltda - 22048264000158;Paulo Victor Azevedo Viana - CPF 113.***.***-37 -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;14;DRS-UHE
2026-07-01;030962;PCH.PH.MG.030962-1;Paredão de Minas;,00;,00;15;26;48500.001285/2004-16;Paredão de Minas;6,200;do Sono;1764;07/08/2006;; -; -; -;;;;42;Paracatu e outros - Sao Francisco;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;030981;PCH.PH.SC.030981-8;Coxilha Rica;-28,22;-50,53;13;48;48500.003936/2020-30;Coxilha Rica;18,000;Pelotinhas;3.650;17/11/2021;2029-11-17 00:00:00;Múltipla Participações Ltda - 11649715000196;Back Participações e Investimentos Ltda - 16385378000190;Alfa – Gestão de Negócios Ltda e PCH Coxilha Rica Ltda. - 07.592.063/0001-23 e 39.307.501/0001-50;;;;70;Pelotas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;031064;PCH.PH.SC.031064-6;Painel;-28,12;-50,09;13;48;48500.006884/2019-10;Painel;11,000;Lava Tudo;198;26/01/2022;2030-01-26 00:00:00;Painel Geração de Energia Ltda - 51336420000184; -; -;;;;70;Pelotas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;031124;PCH.PH.ES.031124-3;Timbuí Seco;-20,07;-40,61;13;15;48500.002391/2003-18;Timbuí Seco;10,000;Santa Maria;2.393;20/08/2020;2028-08-20 00:00:00;Pequena Central Hidrelétrica TS S.A - 13406090000167; -; -;;;;57;Litoraneas do Espirito Santo;2026-06-30 09:43:52.357000000;15;ES;Espírito Santo;13;DRS-PCH
2026-07-01;032006;UHE.PH.PR.032006-4;Apertados;-24,21;-53,33;3;39;48500.001821/2010-39;Apertados;139,000;Piquiri;1.138;10/04/2012;;Copel Geração e Transmissão S.A. - 04370282000170; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;3;Aceito
2026-07-01;032007;UHE.PH.PR.032007-2;Ercilândia;-24,21;-53,67;3;39;48500.002946/2001-79;Ercilândia;96,600;Piquiri;1.137;10/04/2012;;COPEL Geração e Transmissão S.A - 04370282000170; -; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;3;Aceito
2026-07-01;032186;PCH.PH.TO.032186-9;Perdida 1;-9,27;-47,36;13;51;48500.005281/2014-96;Perdida 1;23,000;Perdida;3.830;27/01/2015;2026-12-31 00:00:00;Minas PCH S.A - 07895905000116; -; -;;;;22;Tocantins, entre os rios Parana e do Sono;2026-06-30 09:43:52.357000000;51;TO;Tocantins;13;DRS-PCH
2026-07-01;032187;PCH.PH.SC.032187-7;Capão Alto;-28,02;-50,78;15;48;48500.002378/2010-13;Capão Alto;10,000;Vacas Gordas;465;25/02/2013;; -; -; -;;;;70;Pelotas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;15;Eixo Disponível
2026-07-01;032515;PCH.PH.RS.032515-5;Foz do Jacutinga;-29,03;-52,22;13;46;48500.000612/2009-34;Foz do Jacutinga;5,500;Forqueta;165;26/01/2016;2026-12-31 00:00:00;Certel Foz do Jacutinga Geração de Energia S.A. - 13564177000162; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
