barragem;estaca_m;cota_m;cota_eixo_m
B3;3951,4;398,99;72,5
B3;3965,7;398,99;72,5
B3;3980,0;408,07;72,5
B3;3994,3;408,07;72,5
B3;4008,6;414,07;72,5
B3;4023,0;414,07;72,5
B3;4037,3;421,07;72,5
B3;4051,6;421,07;72,5
B3;4065,9;424,61;72,5
B3;4080,2;424,61;72,5
B3;4094,6;424,62;72,5
B3;4108,9;424,62;72,5
B3;4123,2;424,61;72,5
B3;4137,5;424,61;72,5
B3;4151,8;426,12;72,5
B3;4166,2;426,12;72,5
B3;4180,5;427,75;72,5
B3;4194,8;427,75;72,5
B3;4209,1;428,54;72,5
B3;4223,4;428,54;72,5
B3;4237,7;428,61;72,5
B3;4252,1;428,61;72,5
B3;4266,4;430,21;72,5
B3;4280,7;430,21;72,5
B3;4295,0;436,87;72,5
B3;4309,3;436,87;72,5
B3;4323,7;444,21;72,5
B3;4338,0;444,21;72,5
B3;4352,3;444,08;72,5
B3;4366,6;444,08;72,5
B3;4380,9;444,08;72,5
B3;4395,2;444,08;72,5
B3;4409,6;441,43;72,5
B3;4423,9;441,43;72,5
B3;4438,2;437,16;72,5
B3;4452,5;437,16;72,5
B3;4466,8;437,16;72,5
B3;4481,2;437,16;72,5
B3;4495,5;434,6;72,5
B3;4509,8;434,6;72,5
B3;4524,1;435,0;72,5
B3;4538,4;435,0;72,5
B3;4552,8;433,84;72,5
B3;4567,1;433,84;72,5
B3;4581,4;432,06;72,5
B3;4595,7;432,06;72,5
B3;4610,0;431,84;72,5
B3;4624,3;431,84;72,5
B3;4638,7;430,18;72,5
B3;4653,0;430,18;72,5
B3;4667,3;431,09;72,5
B3;4681,6;431,09;72,5
B3;4695,9;433,86;72,5
B3;4710,3;433,86;72,5
B3;4724,6;432,13;72,5
B3;4738,9;432,13;72,5
B3;4753,2;429,23;72,5
B3;4767,5;429,23;72,5
B3;4781,8;427,35;72,5
B3;4796,2;427,35;72,5
B3;4810,5;426,95;72,5
B3;4824,8;426,95;72,5
B3;4839,1;430,08;72,5
B3;4853,4;430,08;72,5
B3;4867,8;437,48;72,5
B3;4882,1;437,48;72,5
B3;4896,4;442,24;72,5
B3;4910,7;442,24;72,5
B3;4925,0;443,53;72,5
B3;4939,4;443,53;72,5
B3;4953,7;439,17;72,5
B3;4968,0;439,17;72,5
B3;4982,3;438,46;72,5
B3;4996,6;438,46;72,5
B3;5010,9;444,18;72,5
B3;5025,3;444,18;72,5
B3;5039,6;452,22;72,5
B3;5053,9;452,22;72,5
B3;5068,2;462,68;72,5
B3;5082,5;462,68;72,5
B3;5096,9;471,11;72,5
B3;5111,2;471,11;72,5
B3;5125,5;473,5;72,5
B3;5139,8;473,5;72,5
B3;5154,1;473,5;72,5
B3;5168,4;473,5;72,5
B3;5182,8;473,47;72,5
B3;5197,1;473,47;72,5
B3;5211,4;472,33;72,5
B3;5225,7;472,33;72,5
B3;5240,0;476,61;72,5
B3;5254,4;476,61;72,5
B3;5268,7;481,91;72,5
B3;5283,0;481,91;72,5
B3;5297,3;484,78;72,5
B3;5311,6;484,78;72,5
B3;5326,0;486,25;72,5
B3;5340,3;486,25;72,5
B3;5354,6;487,87;72,5
B3;5368,9;487,87;72,5
B3;5383,2;487,97;72,5
B3;5397,5;487,97;72,5
B3;5411,9;490,61;72,5
B3;5426,2;490,61;72,5
B3;5440,5;494,27;72,5
B3;5454,8;494,27;72,5
B3;5469,1;495,8;72,5
B3;5483,5;495,8;72,5
B3;5497,8;501,35;72,5
B3;5512,1;501,35;72,5
B3;5526,4;506,91;72,5
B3;5540,7;506,91;72,5
B3;5555,0;500,88;72,5
B3;5569,4;500,88;72,5
B3;5583,7;502,2;72,5
B3;5598,0;502,2;72,5
B3;5612,3;513,21;72,5
B3;5626,6;513,21;72,5
B3;5641,0;520,99;72,5
B3;5655,3;520,99;72,5
B3;5669,6;526,13;72,5
B3;5683,9;526,13;72,5
B3;5698,2;530,19;72,5
B3;5712,6;530,19;72,5
B3;5726,9;540,2;72,5
B3;5741,2;540,2;72,5
B3;5755,5;540,94;72,5
B3;5769,8;540,94;72,5
B3;5784,1;547,34;72,5
B3;5798,5;547,34;72,5
B3;5812,8;550,95;72,5
B3;5827,1;550,95;72,5
B3;5841,4;550,95;72,5
B3;5855,7;550,95;72,5
B3;5870,1;554,26;72,5
B3;5884,4;554,26;72,5
B3;5898,7;555,45;72,5
B3;5913,0;555,45;72,5
B3;5927,3;557,27;72,5
B3;5941,6;557,27;72,5
B3;5956,0;563,57;72,5
B3;5970,3;563,57;72,5
B3;5984,6;568,67;72,5
B3;5998,9;568,67;72,5
B3;6013,2;570,55;72,5
